review_id,text,sentiment,cleaned_text
R000928,Perfect unit for the price. excellent value and excellent battery.,1,perfect unit price excellent value excellent battery
R000929,I hate this tool. It stopped working immediately. Total waste. Not worth the money. This gadget is cheaply made and awful.,0,hate tool stopped working immediately total waste not worth money gadget cheaply made awful
R000930,Terrible unit. The design broke after one day. Very disappointed. Broken on arrival. The material was damaged and assembly took forever.,0,terrible unit design broke one day very disappointed broken arrival material damaged assembly took forever
R000931,Impressed with the finish. amazing build and the installation was quick.,1,impressed finish amazing build installation quick
R000933,I absolutely love this gadget. great quality and fast installation. Great tool! The material is amazing and it works perfectly.,1,absolutely love gadget great quality fast installation great tool material amazing work perfectly
R000934,My family loves this product. The finish is outstanding.,1,family love product finish outstanding
R000935,Terrible device. The build broke after one day. Very disappointed.,0,terrible device build broke one day very disappointed
R000936,Impressed with the design. solid build and the assembly was quick.,1,impressed design solid build assembly quick
R000938,I absolutely love this product. excellent quality and fast assembly. I absolutely love this accessory. excellent quality and fast installation.,1,absolutely love product excellent quality fast assembly absolutely love accessory excellent quality fast installation
R000939,My family loves this device. The finish is outstanding.,1,family love device finish outstanding
R000940,amazing product. Exactly what I needed. Will buy again. Amazing product! Not a single complaint. The material is top notch.,1,amazing product exactly needed buy amazing product not single complaint material top notch
R000942,Five stars! This device exceeded my expectations. Very solid.,1,five star device exceeded expectation very solid
R000943,Impressed with the screen. premium build and the setup was quick. Amazing tool! Not a single complaint. The design is top notch.,1,impressed screen premium build setup quick amazing tool not single complaint design top notch
R000944,One star. This accessory is the worst I have owned. Do not recommend. I hate this tool. It stopped working immediately. Total waste.,0,one star accessory worst owned not recommend hate tool stopped working immediately total waste
R000945,I absolutely love this gadget. premium quality and fast shipping. Five stars! This tool exceeded my expectations. Very solid.,1,absolutely love gadget premium quality fast shipping five star tool exceeded expectation very solid
R000948,Terrible unit. The material broke after one day. Very disappointed. Not worth the money. This purchase is cheaply made and terrible.,0,terrible unit material broke one day very disappointed not worth money purchase cheaply made terrible
R000949,Broken on arrival. The screen was damaged and delivery took forever. I hate this device. It stopped working immediately. Total waste.,0,broken arrival screen damaged delivery took forever hate device stopped working immediately total waste
R000951,The finish is horrible. Returned this device right away.,0,finish horrible returned device right away
R000952,Amazing gadget! Not a single complaint. The quality is top notch. Amazing unit! Not a single complaint. The finish is top notch.,1,amazing gadget not single complaint quality top notch amazing unit not single complaint finish top notch
R000953,The material is horrible. Returned this accessory right away. Terrible gadget. The quality broke after one day. Very disappointed.,0,material horrible returned accessory right away terrible gadget quality broke one day very disappointed
R000954,So happy with this purchase. The unit is excellent and well made.,1,happy purchase unit excellent well made
R000955,Amazing product! Not a single complaint. The build is top notch.,1,amazing product not single complaint build top notch
R000956,superb product. Exactly what I needed. Will buy again.,1,superb product exactly needed buy
R000957,Very poor quality purchase. The finish fell apart within a week.,0,very poor quality purchase finish fell apart within week
R000958,One star. This product is the worst I have owned. Do not recommend.,0,one star product worst owned not recommend
R000959,My family loves this item. The material is outstanding. Amazing product! Not a single complaint. The finish is top notch.,1,family love item material outstanding amazing product not single complaint finish top notch
R000960,I hate this unit. It stopped working immediately. Total waste. Worst purchase ever. This gadget is completely useless.,0,hate unit stopped working immediately total waste worst purchase ever gadget completely useless
R000962,So happy with this purchase. The device is wonderful and well made.,1,happy purchase device wonderful well made
R000963,Worst purchase ever. This item is completely useless.,0,worst purchase ever item completely useless
R000964,Great accessory! The battery is excellent and it works perfectly. Perfect item for the price. fantastic value and excellent quality.,1,great accessory battery excellent work perfectly perfect item price fantastic value excellent quality
R000966,Five stars! This item exceeded my expectations. Very superb.,1,five star item exceeded expectation very superb
R000967,Perfect purchase for the price. premium value and excellent packaging.,1,perfect purchase price premium value excellent packaging
R000968,Do not buy this product. Poor finish and awful installation.,0,not buy product poor finish awful installation
R000969,This is the best gadget I have ever purchased. Highly recommend!,1,best gadget ever purchased highly recommend
R000970,Five stars! This unit exceeded my expectations. Very solid. great product. Exactly what I needed. Will buy again.,1,five star unit exceeded expectation very solid great product exactly needed buy
R000971,Worst purchase ever. This tool is completely useless.,0,worst purchase ever tool completely useless
R000972,fantastic product. Exactly what I needed. Will buy again.,1,fantastic product exactly needed buy
R000974,Disappointing. The device does not match the description at all. Disappointing. The tool does not match the description at all.,0,disappointing device not match description disappointing tool not match description
R000975,Impressed with the design. wonderful build and the setup was quick.,1,impressed design wonderful build setup quick
R000976,Impressed with the design. solid build and the assembly was quick. I absolutely love this product. wonderful quality and fast assembly.,1,impressed design solid build assembly quick absolutely love product wonderful quality fast assembly
R000977,I hate this tool. It stopped working immediately. Total waste.,0,hate tool stopped working immediately total waste
R000978,Broken on arrival. The packaging was damaged and shipping took forever. Do not buy this product. Poor screen and awful assembly.,0,broken arrival packaging damaged shipping took forever not buy product poor screen awful assembly
R000979,Very poor quality accessory. The screen fell apart within a week.,0,very poor quality accessory screen fell apart within week
R000980,So happy with this purchase. The unit is premium and well made. Five stars! This purchase exceeded my expectations. Very premium.,1,happy purchase unit premium well made five star purchase exceeded expectation very premium
R000981,Great accessory! The design is superb and it works perfectly.,1,great accessory design superb work perfectly
R000982,So happy with this purchase. The purchase is wonderful and well made.,1,happy purchase purchase wonderful well made
R000983,I absolutely love this unit. great quality and fast installation.,1,absolutely love unit great quality fast installation
R000984,The build is horrible. Returned this accessory right away.,0,build horrible returned accessory right away
R000985,Amazing gadget! Not a single complaint. The build is top notch.,1,amazing gadget not single complaint build top notch
R000986,Very poor quality item. The material fell apart within a week. Not worth the money. This gadget is cheaply made and defective.,0,very poor quality item material fell apart within week not worth money gadget cheaply made defective
R000987,Broken on arrival. The quality was damaged and shipping took forever.,0,broken arrival quality damaged shipping took forever
R000988,Five stars! This tool exceeded my expectations. Very excellent. My family loves this purchase. The screen is outstanding.,1,five star tool exceeded expectation very excellent family love purchase screen outstanding
R000990,My family loves this product. The screen is outstanding.,1,family love product screen outstanding
R000991,My family loves this tool. The design is outstanding.,1,family love tool design outstanding
R000992,Not worth the money. This product is cheaply made and useless.,0,not worth money product cheaply made useless
R000993,superb product. Exactly what I needed. Will buy again.,1,superb product exactly needed buy
R000994,Worst purchase ever. This device is completely useless.,0,worst purchase ever device completely useless
R000995,Amazing gadget! Not a single complaint. The finish is top notch. Great product! The packaging is superb and it works perfectly.,1,amazing gadget not single complaint finish top notch great product packaging superb work perfectly
R000996,Broken on arrival. The build was damaged and delivery took forever. Broken on arrival. The packaging was damaged and shipping took forever.,0,broken arrival build damaged delivery took forever broken arrival packaging damaged shipping took forever
R000997,Do not buy this item. Poor material and awful installation. Disappointing. The device does not match the description at all.,0,not buy item poor material awful installation disappointing device not match description
R000998,Five stars! This item exceeded my expectations. Very solid. So happy with this purchase. The device is fantastic and well made.,1,five star item exceeded expectation very solid happy purchase device fantastic well made
R000999,Amazing tool! Not a single complaint. The finish is top notch. Great device! The quality is premium and it works perfectly.,1,amazing tool not single complaint finish top notch great device quality premium work perfectly
R001000,Perfect item for the price. excellent value and excellent screen.,1,perfect item price excellent value excellent screen
R001001,I absolutely love this accessory. fantastic quality and fast setup. great product. Exactly what I needed. Will buy again.,1,absolutely love accessory fantastic quality fast setup great product exactly needed buy
R001002,So happy with this purchase. The purchase is great and well made. Five stars! This device exceeded my expectations. Very great.,1,happy purchase purchase great well made five star device exceeded expectation very great
R001003,Impressed with the material. premium build and the delivery was quick.,1,impressed material premium build delivery quick
R001004,Do not buy this device. Poor quality and awful setup.,0,not buy device poor quality awful setup
R001005,Perfect unit for the price. great value and excellent design. Perfect unit for the price. great value and excellent build.,1,perfect unit price great value excellent design perfect unit price great value excellent build
R001007,Impressed with the build. excellent build and the installation was quick.,1,impressed build excellent build installation quick
R001008,My family loves this unit. The quality is outstanding.,1,family love unit quality outstanding
R001011,Five stars! This product exceeded my expectations. Very excellent.,1,five star product exceeded expectation very excellent
R001012,I absolutely love this unit. excellent quality and fast delivery.,1,absolutely love unit excellent quality fast delivery
R001013,Perfect product for the price. superb value and excellent design.,1,perfect product price superb value excellent design
R001014,Impressed with the build. fantastic build and the assembly was quick.,1,impressed build fantastic build assembly quick
R001015,This is the best gadget I have ever purchased. Highly recommend!,1,best gadget ever purchased highly recommend
R001016,Great product! The screen is great and it works perfectly.,1,great product screen great work perfectly
R001017,So happy with this purchase. The accessory is amazing and well made.,1,happy purchase accessory amazing well made
R001018,Do not buy this product. Poor build and awful installation. The screen is horrible. Returned this gadget right away.,0,not buy product poor build awful installation screen horrible returned gadget right away
R001019,Do not buy this tool. Poor build and awful installation.,0,not buy tool poor build awful installation
R001020,Five stars! This tool exceeded my expectations. Very premium.,1,five star tool exceeded expectation very premium
R001021,Do not buy this product. Poor battery and awful assembly.,0,not buy product poor battery awful assembly
R001022,great product. Exactly what I needed. Will buy again.,1,great product exactly needed buy
R001023,Broken on arrival. The battery was damaged and installation took forever.,0,broken arrival battery damaged installation took forever
R001024,Impressed with the quality. superb build and the delivery was quick.,1,impressed quality superb build delivery quick
R001025,Great unit! The battery is great and it works perfectly.,1,great unit battery great work perfectly
R001026,So happy with this purchase. The purchase is solid and well made.,1,happy purchase purchase solid well made
R001027,The design is horrible. Returned this product right away.,0,design horrible returned product right away
R001028,Great device! The material is great and it works perfectly. I absolutely love this item. great quality and fast setup.,1,great device material great work perfectly absolutely love item great quality fast setup
R001029,Perfect product for the price. fantastic value and excellent material.,1,perfect product price fantastic value excellent material
R001030,Not worth the money. This item is cheaply made and flimsy.,0,not worth money item cheaply made flimsy
R001031,Broken on arrival. The finish was damaged and installation took forever.,0,broken arrival finish damaged installation took forever
R001032,Great unit! The packaging is fantastic and it works perfectly. My family loves this purchase. The build is outstanding.,1,great unit packaging fantastic work perfectly family love purchase build outstanding
R001033,wonderful product. Exactly what I needed. Will buy again. So happy with this purchase. The purchase is amazing and well made.,1,wonderful product exactly needed buy happy purchase purchase amazing well made
R001034,solid product. Exactly what I needed. Will buy again.,1,solid product exactly needed buy
R001035,Not worth the money. This accessory is cheaply made and terrible.,0,not worth money accessory cheaply made terrible
R001036,Perfect item for the price. superb value and excellent design.,1,perfect item price superb value excellent design
R001037,Perfect product for the price. premium value and excellent packaging.,1,perfect product price premium value excellent packaging
R001038,So happy with this purchase. The accessory is superb and well made. My family loves this purchase. The battery is outstanding.,1,happy purchase accessory superb well made family love purchase battery outstanding
R001039,I hate this accessory. It stopped working immediately. Total waste.,0,hate accessory stopped working immediately total waste
R001040,I absolutely love this unit. great quality and fast setup. Amazing tool! Not a single complaint. The screen is top notch.,1,absolutely love unit great quality fast setup amazing tool not single complaint screen top notch
R001041,Impressed with the design. excellent build and the setup was quick. amazing product. Exactly what I needed. Will buy again.,1,impressed design excellent build setup quick amazing product exactly needed buy
R001042,My family loves this tool. The finish is outstanding. Amazing accessory! Not a single complaint. The design is top notch.,1,family love tool finish outstanding amazing accessory not single complaint design top notch
R001043,One star. This item is the worst I have owned. Do not recommend.,0,one star item worst owned not recommend
R001044,Worst purchase ever. This purchase is completely useless. Broken on arrival. The build was damaged and assembly took forever.,0,worst purchase ever purchase completely useless broken arrival build damaged assembly took forever
R001045,Five stars! This device exceeded my expectations. Very great. Five stars! This product exceeded my expectations. Very solid.,1,five star device exceeded expectation very great five star product exceeded expectation very solid
R001046,Five stars! This tool exceeded my expectations. Very premium.,1,five star tool exceeded expectation very premium
R001047,One star. This tool is the worst I have owned. Do not recommend.,0,one star tool worst owned not recommend
R001048,Impressed with the build. superb build and the installation was quick. Perfect gadget for the price. fantastic value and excellent packaging.,1,impressed build superb build installation quick perfect gadget price fantastic value excellent packaging
R001049,Perfect unit for the price. amazing value and excellent material.,1,perfect unit price amazing value excellent material
R001050,Terrible device. The build broke after one day. Very disappointed. Terrible tool. The material broke after one day. Very disappointed.,0,terrible device build broke one day very disappointed terrible tool material broke one day very disappointed
R001051,My family loves this item. The packaging is outstanding.,1,family love item packaging outstanding
R001052,Not worth the money. This purchase is cheaply made and cheap. Worst purchase ever. This unit is completely useless.,0,not worth money purchase cheaply made cheap worst purchase ever unit completely useless
R001053,Five stars! This accessory exceeded my expectations. Very fantastic.,1,five star accessory exceeded expectation very fantastic
R001054,Do not buy this item. Poor packaging and awful installation. One star. This gadget is the worst I have owned. Do not recommend.,0,not buy item poor packaging awful installation one star gadget worst owned not recommend
R001055,I absolutely love this unit. wonderful quality and fast assembly.,1,absolutely love unit wonderful quality fast assembly
R001056,Broken on arrival. The finish was damaged and setup took forever.,0,broken arrival finish damaged setup took forever
R001057,Impressed with the design. great build and the shipping was quick.,1,impressed design great build shipping quick
R001058,I hate this device. It stopped working immediately. Total waste. Do not buy this gadget. Poor design and awful shipping.,0,hate device stopped working immediately total waste not buy gadget poor design awful shipping
R001059,Amazing accessory! Not a single complaint. The design is top notch.,1,amazing accessory not single complaint design top notch
R001060,Perfect accessory for the price. excellent value and excellent screen.,1,perfect accessory price excellent value excellent screen
R001061,My family loves this item. The battery is outstanding.,1,family love item battery outstanding
R001062,Great gadget! The material is premium and it works perfectly. This is the best accessory I have ever purchased. Highly recommend!,1,great gadget material premium work perfectly best accessory ever purchased highly recommend
R001063,Very poor quality accessory. The screen fell apart within a week.,0,very poor quality accessory screen fell apart within week
R001064,superb product. Exactly what I needed. Will buy again. Perfect accessory for the price. great value and excellent battery.,1,superb product exactly needed buy perfect accessory price great value excellent battery
R001065,Not worth the money. This tool is cheaply made and flimsy.,0,not worth money tool cheaply made flimsy
R001066,Disappointing. The device does not match the description at all.,0,disappointing device not match description
R001067,Great accessory! The finish is fantastic and it works perfectly. Impressed with the material. great build and the delivery was quick.,1,great accessory finish fantastic work perfectly impressed material great build delivery quick
R001068,I hate this unit. It stopped working immediately. Total waste. Broken on arrival. The build was damaged and shipping took forever.,0,hate unit stopped working immediately total waste broken arrival build damaged shipping took forever
R001069,Very poor quality item. The design fell apart within a week.,0,very poor quality item design fell apart within week
R001070,I hate this gadget. It stopped working immediately. Total waste.,0,hate gadget stopped working immediately total waste
R001071,Great tool! The material is excellent and it works perfectly. Perfect accessory for the price. amazing value and excellent quality.,1,great tool material excellent work perfectly perfect accessory price amazing value excellent quality
R001072,amazing product. Exactly what I needed. Will buy again.,1,amazing product exactly needed buy
R001073,Five stars! This product exceeded my expectations. Very solid. So happy with this purchase. The accessory is excellent and well made.,1,five star product exceeded expectation very solid happy purchase accessory excellent well made
R001074,Great unit! The screen is premium and it works perfectly.,1,great unit screen premium work perfectly
R001075,Disappointing. The item does not match the description at all.,0,disappointing item not match description
R001076,Not worth the money. This tool is cheaply made and awful. I hate this gadget. It stopped working immediately. Total waste.,0,not worth money tool cheaply made awful hate gadget stopped working immediately total waste
R001077,This is the best tool I have ever purchased. Highly recommend! Great device! The build is fantastic and it works perfectly.,1,best tool ever purchased highly recommend great device build fantastic work perfectly
R001078,Five stars! This gadget exceeded my expectations. Very great.,1,five star gadget exceeded expectation very great
R001079,Perfect tool for the price. solid value and excellent packaging. I absolutely love this purchase. superb quality and fast installation.,1,perfect tool price solid value excellent packaging absolutely love purchase superb quality fast installation
R001080,great product. Exactly what I needed. Will buy again.,1,great product exactly needed buy
R001081,I hate this accessory. It stopped working immediately. Total waste.,0,hate accessory stopped working immediately total waste
R001082,I absolutely love this purchase. premium quality and fast setup.,1,absolutely love purchase premium quality fast setup
R001083,Amazing unit! Not a single complaint. The screen is top notch. This is the best unit I have ever purchased. Highly recommend!,1,amazing unit not single complaint screen top notch best unit ever purchased highly recommend
R001084,Amazing item! Not a single complaint. The material is top notch.,1,amazing item not single complaint material top notch
R001085,Do not buy this item. Poor build and awful installation.,0,not buy item poor build awful installation
R001086,Very poor quality gadget. The screen fell apart within a week.,0,very poor quality gadget screen fell apart within week
R001087,Perfect product for the price. excellent value and excellent build. Impressed with the build. great build and the shipping was quick.,1,perfect product price excellent value excellent build impressed build great build shipping quick
R001088,Amazing item! Not a single complaint. The design is top notch. solid product. Exactly what I needed. Will buy again.,1,amazing item not single complaint design top notch solid product exactly needed buy
R001089,Impressed with the build. fantastic build and the installation was quick.,1,impressed build fantastic build installation quick
R001090,Terrible product. The build broke after one day. Very disappointed. One star. This unit is the worst I have owned. Do not recommend.,0,terrible product build broke one day very disappointed one star unit worst owned not recommend
R001091,wonderful product. Exactly what I needed. Will buy again.,1,wonderful product exactly needed buy
R001092,Great unit! The build is amazing and it works perfectly.,1,great unit build amazing work perfectly
R001093,The build is horrible. Returned this gadget right away.,0,build horrible returned gadget right away
R001094,Perfect gadget for the price. solid value and excellent quality.,1,perfect gadget price solid value excellent quality
R001095,This is the best device I have ever purchased. Highly recommend! Impressed with the material. solid build and the delivery was quick.,1,best device ever purchased highly recommend impressed material solid build delivery quick
R001096,Perfect tool for the price. amazing value and excellent finish. My family loves this item. The build is outstanding.,1,perfect tool price amazing value excellent finish family love item build outstanding
R001097,Five stars! This gadget exceeded my expectations. Very amazing. Impressed with the material. fantastic build and the delivery was quick.,1,five star gadget exceeded expectation very amazing impressed material fantastic build delivery quick
R001098,Amazing device! Not a single complaint. The finish is top notch. Five stars! This unit exceeded my expectations. Very solid.,1,amazing device not single complaint finish top notch five star unit exceeded expectation very solid
R001099,Do not buy this unit. Poor battery and awful shipping.,0,not buy unit poor battery awful shipping
R001100,So happy with this purchase. The unit is excellent and well made.,1,happy purchase unit excellent well made
R001101,I absolutely love this purchase. fantastic quality and fast shipping. This is the best purchase I have ever purchased. Highly recommend!,1,absolutely love purchase fantastic quality fast shipping best purchase ever purchased highly recommend
R001102,Amazing accessory! Not a single complaint. The quality is top notch. Five stars! This device exceeded my expectations. Very superb.,1,amazing accessory not single complaint quality top notch five star device exceeded expectation very superb
R001103,Perfect accessory for the price. wonderful value and excellent battery. amazing product. Exactly what I needed. Will buy again.,1,perfect accessory price wonderful value excellent battery amazing product exactly needed buy
R001104,great product. Exactly what I needed. Will buy again. So happy with this purchase. The tool is fantastic and well made.,1,great product exactly needed buy happy purchase tool fantastic well made
R001105,One star. This product is the worst I have owned. Do not recommend.,0,one star product worst owned not recommend
R001107,premium product. Exactly what I needed. Will buy again.,1,premium product exactly needed buy
R001108,Impressed with the build. great build and the installation was quick.,1,impressed build great build installation quick
R001109,This is the best unit I have ever purchased. Highly recommend!,1,best unit ever purchased highly recommend
R001110,This is the best tool I have ever purchased. Highly recommend!,1,best tool ever purchased highly recommend
R001111,My family loves this gadget. The material is outstanding. Amazing device! Not a single complaint. The build is top notch.,1,family love gadget material outstanding amazing device not single complaint build top notch
R001112,Very poor quality device. The battery fell apart within a week. Do not buy this purchase. Poor screen and awful shipping.,0,very poor quality device battery fell apart within week not buy purchase poor screen awful shipping
R001113,Five stars! This purchase exceeded my expectations. Very solid. Five stars! This product exceeded my expectations. Very amazing.,1,five star purchase exceeded expectation very solid five star product exceeded expectation very amazing
R001114,So happy with this purchase. The item is excellent and well made. fantastic product. Exactly what I needed. Will buy again.,1,happy purchase item excellent well made fantastic product exactly needed buy
R001115,Impressed with the screen. wonderful build and the delivery was quick. So happy with this purchase. The device is wonderful and well made.,1,impressed screen wonderful build delivery quick happy purchase device wonderful well made
R001116,I absolutely love this item. great quality and fast assembly. Five stars! This item exceeded my expectations. Very premium.,1,absolutely love item great quality fast assembly five star item exceeded expectation very premium
R001117,Five stars! This product exceeded my expectations. Very solid.,1,five star product exceeded expectation very solid
R001118,Five stars! This gadget exceeded my expectations. Very amazing. Perfect purchase for the price. solid value and excellent quality.,1,five star gadget exceeded expectation very amazing perfect purchase price solid value excellent quality
R001119,Five stars! This tool exceeded my expectations. Very superb.,1,five star tool exceeded expectation very superb
R001120,wonderful product. Exactly what I needed. Will buy again. Perfect purchase for the price. solid value and excellent quality.,1,wonderful product exactly needed buy perfect purchase price solid value excellent quality
R001121,One star. This item is the worst I have owned. Do not recommend.,0,one star item worst owned not recommend
R001122,Perfect accessory for the price. excellent value and excellent packaging.,1,perfect accessory price excellent value excellent packaging
R001124,Very poor quality accessory. The battery fell apart within a week.,0,very poor quality accessory battery fell apart within week
R001125,Disappointing. The item does not match the description at all. Worst purchase ever. This item is completely useless.,0,disappointing item not match description worst purchase ever item completely useless
R001126,My family loves this gadget. The finish is outstanding.,1,family love gadget finish outstanding
R001127,Do not buy this unit. Poor design and awful delivery. Broken on arrival. The packaging was damaged and assembly took forever.,0,not buy unit poor design awful delivery broken arrival packaging damaged assembly took forever
R001128,This is the best item I have ever purchased. Highly recommend!,1,best item ever purchased highly recommend
R001129,Worst purchase ever. This tool is completely useless.,0,worst purchase ever tool completely useless
R001130,I absolutely love this accessory. wonderful quality and fast delivery. excellent product. Exactly what I needed. Will buy again.,1,absolutely love accessory wonderful quality fast delivery excellent product exactly needed buy
R001131,Perfect purchase for the price. wonderful value and excellent packaging.,1,perfect purchase price wonderful value excellent packaging
R001132,Five stars! This unit exceeded my expectations. Very great.,1,five star unit exceeded expectation very great
R001133,Very poor quality gadget. The design fell apart within a week.,0,very poor quality gadget design fell apart within week
R001134,Impressed with the screen. premium build and the assembly was quick. Perfect purchase for the price. amazing value and excellent battery.,1,impressed screen premium build assembly quick perfect purchase price amazing value excellent battery
R001135,Impressed with the design. fantastic build and the setup was quick.,1,impressed design fantastic build setup quick
R001136,One star. This accessory is the worst I have owned. Do not recommend.,0,one star accessory worst owned not recommend
R001137,Impressed with the battery. solid build and the assembly was quick.,1,impressed battery solid build assembly quick
R001138,So happy with this purchase. The item is amazing and well made.,1,happy purchase item amazing well made
R001139,Do not buy this product. Poor design and awful setup. One star. This purchase is the worst I have owned. Do not recommend.,0,not buy product poor design awful setup one star purchase worst owned not recommend
R001140,Do not buy this item. Poor build and awful delivery.,0,not buy item poor build awful delivery
R001141,I hate this gadget. It stopped working immediately. Total waste.,0,hate gadget stopped working immediately total waste
R001142,Broken on arrival. The design was damaged and delivery took forever.,0,broken arrival design damaged delivery took forever
R001143,Terrible unit. The battery broke after one day. Very disappointed.,0,terrible unit battery broke one day very disappointed
R001144,Great unit! The finish is fantastic and it works perfectly. I absolutely love this product. amazing quality and fast setup.,1,great unit finish fantastic work perfectly absolutely love product amazing quality fast setup
R001145,One star. This device is the worst I have owned. Do not recommend. Disappointing. The purchase does not match the description at all.,0,one star device worst owned not recommend disappointing purchase not match description
R001147,I absolutely love this accessory. amazing quality and fast setup.,1,absolutely love accessory amazing quality fast setup
R001148,Do not buy this accessory. Poor screen and awful installation.,0,not buy accessory poor screen awful installation
R001149,This is the best unit I have ever purchased. Highly recommend! I absolutely love this product. wonderful quality and fast setup.,1,best unit ever purchased highly recommend absolutely love product wonderful quality fast setup
R001150,Impressed with the quality. excellent build and the setup was quick.,1,impressed quality excellent build setup quick
R001151,Amazing device! Not a single complaint. The quality is top notch. amazing product. Exactly what I needed. Will buy again.,1,amazing device not single complaint quality top notch amazing product exactly needed buy
R001152,Terrible purchase. The design broke after one day. Very disappointed. Very poor quality device. The material fell apart within a week.,0,terrible purchase design broke one day very disappointed very poor quality device material fell apart within week
R001153,I absolutely love this device. fantastic quality and fast assembly. Five stars! This gadget exceeded my expectations. Very great.,1,absolutely love device fantastic quality fast assembly five star gadget exceeded expectation very great
R001154,My family loves this tool. The finish is outstanding. I absolutely love this accessory. fantastic quality and fast shipping.,1,family love tool finish outstanding absolutely love accessory fantastic quality fast shipping
R001155,Great accessory! The battery is amazing and it works perfectly. Five stars! This purchase exceeded my expectations. Very great.,1,great accessory battery amazing work perfectly five star purchase exceeded expectation very great
R001156,This is the best item I have ever purchased. Highly recommend!,1,best item ever purchased highly recommend
R001157,Perfect item for the price. amazing value and excellent material.,1,perfect item price amazing value excellent material
R001158,superb product. Exactly what I needed. Will buy again. Amazing gadget! Not a single complaint. The build is top notch.,1,superb product exactly needed buy amazing gadget not single complaint build top notch
R001159,Impressed with the build. fantastic build and the installation was quick.,1,impressed build fantastic build installation quick
R001160,Broken on arrival. The battery was damaged and delivery took forever. Terrible accessory. The material broke after one day. Very disappointed.,0,broken arrival battery damaged delivery took forever terrible accessory material broke one day very disappointed
R001161,Great unit! The design is excellent and it works perfectly.,1,great unit design excellent work perfectly
R001162,Impressed with the battery. excellent build and the shipping was quick.,1,impressed battery excellent build shipping quick
R001163,So happy with this purchase. The item is wonderful and well made. Perfect purchase for the price. great value and excellent packaging.,1,happy purchase item wonderful well made perfect purchase price great value excellent packaging
R001164,Perfect tool for the price. superb value and excellent finish.,1,perfect tool price superb value excellent finish
R001165,The screen is horrible. Returned this device right away.,0,screen horrible returned device right away
R001166,I absolutely love this accessory. solid quality and fast installation. solid product. Exactly what I needed. Will buy again.,1,absolutely love accessory solid quality fast installation solid product exactly needed buy
R001167,My family loves this accessory. The build is outstanding. wonderful product. Exactly what I needed. Will buy again.,1,family love accessory build outstanding wonderful product exactly needed buy
R001168,Disappointing. The purchase does not match the description at all.,0,disappointing purchase not match description
R001169,Five stars! This purchase exceeded my expectations. Very excellent. My family loves this purchase. The finish is outstanding.,1,five star purchase exceeded expectation very excellent family love purchase finish outstanding
R001170,So happy with this purchase. The device is great and well made.,1,happy purchase device great well made
R001171,Perfect unit for the price. excellent value and excellent design.,1,perfect unit price excellent value excellent design
R001172,Impressed with the build. superb build and the delivery was quick.,1,impressed build superb build delivery quick
R001174,Broken on arrival. The finish was damaged and setup took forever. Do not buy this accessory. Poor quality and awful delivery.,0,broken arrival finish damaged setup took forever not buy accessory poor quality awful delivery
R001175,My family loves this accessory. The quality is outstanding.,1,family love accessory quality outstanding
R001176,Disappointing. The unit does not match the description at all.,0,disappointing unit not match description
R001177,Do not buy this item. Poor build and awful setup. Disappointing. The product does not match the description at all.,0,not buy item poor build awful setup disappointing product not match description
R001178,Amazing tool! Not a single complaint. The finish is top notch. Five stars! This tool exceeded my expectations. Very premium.,1,amazing tool not single complaint finish top notch five star tool exceeded expectation very premium
R001180,Not worth the money. This purchase is cheaply made and terrible. Not worth the money. This purchase is cheaply made and cheap.,0,not worth money purchase cheaply made terrible not worth money purchase cheaply made cheap
R001181,Perfect tool for the price. great value and excellent design. Impressed with the battery. excellent build and the shipping was quick.,1,perfect tool price great value excellent design impressed battery excellent build shipping quick
R001182,Very poor quality item. The material fell apart within a week. Very poor quality item. The finish fell apart within a week.,0,very poor quality item material fell apart within week very poor quality item finish fell apart within week
R001183,So happy with this purchase. The item is excellent and well made.,1,happy purchase item excellent well made
R001184,My family loves this gadget. The quality is outstanding. wonderful product. Exactly what I needed. Will buy again.,1,family love gadget quality outstanding wonderful product exactly needed buy
R001185,Five stars! This product exceeded my expectations. Very premium.,1,five star product exceeded expectation very premium
R001186,Broken on arrival. The design was damaged and delivery took forever.,0,broken arrival design damaged delivery took forever
R001187,My family loves this tool. The screen is outstanding. great product. Exactly what I needed. Will buy again.,1,family love tool screen outstanding great product exactly needed buy
R001189,One star. This item is the worst I have owned. Do not recommend. Very poor quality accessory. The finish fell apart within a week.,0,one star item worst owned not recommend very poor quality accessory finish fell apart within week
R001190,excellent product. Exactly what I needed. Will buy again.,1,excellent product exactly needed buy
R001191,Perfect accessory for the price. premium value and excellent battery. Great unit! The battery is solid and it works perfectly.,1,perfect accessory price premium value excellent battery great unit battery solid work perfectly
R001192,Do not buy this device. Poor material and awful shipping.,0,not buy device poor material awful shipping
R001193,Terrible accessory. The battery broke after one day. Very disappointed.,0,terrible accessory battery broke one day very disappointed
R001194,My family loves this purchase. The finish is outstanding.,1,family love purchase finish outstanding
R001195,One star. This tool is the worst I have owned. Do not recommend.,0,one star tool worst owned not recommend
R001196,Great unit! The packaging is great and it works perfectly.,1,great unit packaging great work perfectly
R001197,Do not buy this unit. Poor design and awful shipping.,0,not buy unit poor design awful shipping
R001198,I hate this unit. It stopped working immediately. Total waste. I hate this device. It stopped working immediately. Total waste.,0,hate unit stopped working immediately total waste hate device stopped working immediately total waste
